,tokens,topic,aspect,label,type
3310,"['we', 'both', 'opted', 'for', 'a', 'pasta', 'dish', 'and', 'they', 'were', 'served', 'timely', 'and', 'fresh', '.']",restaurant,"['pasta', 'dish']",2,train
3311,"['we', 'both', 'opted', 'for', 'a', 'pasta', 'dish', 'and', 'they', 'were', 'served', 'timely', 'and', 'fresh', '.']",restaurant,['served'],2,train
3312,"['first', 'the', 'wrong', 'bread', 'came', 'out', 'with', 'the', 'appetizer', ',', 'then', 'when', 'i', 'tried', 'to', 'order', 'a', 'second', 'glass', 'of', 'wine', 'for', 'my', 'main', 'course', '...']",restaurant,['bread'],0,train
3313,"['first', 'the', 'wrong', 'bread', 'came', 'out', 'with', 'the', 'appetizer', ',', 'then', 'when', 'i', 'tried', 'to', 'order', 'a', 'second', 'glass', 'of', 'wine', 'for', 'my', 'main', 'course', '...']",restaurant,['appetizer'],1,train
3314,"['first', 'the', 'wrong', 'bread', 'came', 'out', 'with', 'the', 'appetizer', ',', 'then', 'when', 'i', 'tried', 'to', 'order', 'a', 'second', 'glass', 'of', 'wine', 'for', 'my', 'main', 'course', '...']",restaurant,"['glass', 'of', 'wine']",1,train
3315,"['first', 'the', 'wrong', 'bread', 'came', 'out', 'with', 'the', 'appetizer', ',', 'then', 'when', 'i', 'tried', 'to', 'order', 'a', 'second', 'glass', 'of', 'wine', 'for', 'my', 'main', 'course', '...']",restaurant,"['main', 'course']",1,train
3316,"['not', 'sure', 'where', 'the', 'previous', 'reviewer', ',', 'lonk', ',', 'dined', ',', 'but', 'saul', 'is', 'in', 'a', 'great', 'neighborhood', 'and', 'has', 'great', 'food', '!']",restaurant,['neighborhood'],2,train
3317,"['not', 'sure', 'where', 'the', 'previous', 'reviewer', ',', 'lonk', ',', 'dined', ',', 'but', 'saul', 'is', 'in', 'a', 'great', 'neighborhood', 'and', 'has', 'great', 'food', '!']",restaurant,['food'],2,train
3318,"['in', 'an', 'area', 'sadly', 'lacking', 'in', 'decent', 'thai', 'food', ',', 'this', 'is', 'one', 'of', 'the', 'best', 'spots', '.']",restaurant,"['thai', 'food']",2,train
3319,"['tell', 'them', 'herky', 'sent', 'you', 'and', 'get', 'a', 'free', 'confused', 'look', 'from', 'the', 'waiter', '.']",restaurant,['waiter'],0,train
3320,"['make', 'reservations', 'but', 'expect', 'to', 'be', 'delayed', '15-20', 'minutes', 'as', 'the', 'hosting', 'staff', 'was', 'having', 'difficulty', 'seating', 'guests', 'who', 'arrived', 'with', 'a', 'reservation', 'because', 'they', 'probably', 'had', 'a', 'lot', 'of', 'walk', 'ins', 'being', 'so', 'close', 'to', 'time', 'square', '.']",restaurant,"['hosting', 'staff']",0,train
3321,"['make', 'reservations', 'but', 'expect', 'to', 'be', 'delayed', '15-20', 'minutes', 'as', 'the', 'hosting', 'staff', 'was', 'having', 'difficulty', 'seating', 'guests', 'who', 'arrived', 'with', 'a', 'reservation', 'because', 'they', 'probably', 'had', 'a', 'lot', 'of', 'walk', 'ins', 'being', 'so', 'close', 'to', 'time', 'square', '.']",restaurant,['reservations'],0,train
3322,"['make', 'reservations', 'but', 'expect', 'to', 'be', 'delayed', '15-20', 'minutes', 'as', 'the', 'hosting', 'staff', 'was', 'having', 'difficulty', 'seating', 'guests', 'who', 'arrived', 'with', 'a', 'reservation', 'because', 'they', 'probably', 'had', 'a', 'lot', 'of', 'walk', 'ins', 'being', 'so', 'close', 'to', 'time', 'square', '.']",restaurant,['reservation'],1,train
3323,"['make', 'reservations', 'but', 'expect', 'to', 'be', 'delayed', '15-20', 'minutes', 'as', 'the', 'hosting', 'staff', 'was', 'having', 'difficulty', 'seating', 'guests', 'who', 'arrived', 'with', 'a', 'reservation', 'because', 'they', 'probably', 'had', 'a', 'lot', 'of', 'walk', 'ins', 'being', 'so', 'close', 'to', 'time', 'square', '.']",restaurant,['seating'],0,train
3324,"['the', 'food', 'was', 'average', 'or', 'above', 'including', 'some', 'surprising', 'tasty', 'dishes', '.']",restaurant,['food'],2,train
3325,"['the', 'food', 'was', 'average', 'or', 'above', 'including', 'some', 'surprising', 'tasty', 'dishes', '.']",restaurant,['dishes'],2,train
3326,"['they', 'do', ""n't"", 'seem', 'to', 'place', 'an', 'emphasis', 'on', 'specials', 'or', 'fresh', 'ingredients', 'which', 'to', 'me', 'is', 'necessary', 'for', 'good', 'thai', '.']",restaurant,['specials'],0,train
3327,"['they', 'do', ""n't"", 'seem', 'to', 'place', 'an', 'emphasis', 'on', 'specials', 'or', 'fresh', 'ingredients', 'which', 'to', 'me', 'is', 'necessary', 'for', 'good', 'thai', '.']",restaurant,['ingredients'],0,train
3328,"['they', 'do', ""n't"", 'seem', 'to', 'place', 'an', 'emphasis', 'on', 'specials', 'or', 'fresh', 'ingredients', 'which', 'to', 'me', 'is', 'necessary', 'for', 'good', 'thai', '.']",restaurant,['thai'],1,train
3329,"['other', 'apetizers', 'and', 'food']",restaurant,['apetizers'],1,train
3330,"['other', 'apetizers', 'and', 'food']",restaurant,['food'],1,train
3331,"['the', 'noodle', 'and', 'rices', 'dishes', 'taste', 'great', '.']",restaurant,"['noodle', 'and', 'rices', 'dishes']",2,train
3332,"['the', 'food', ""'s"", 'as', 'good', 'as', 'ever', '.']",restaurant,['food'],2,train
3333,"['the', 'crust', 'is', 'thin', ',', 'the', 'ingredients', 'are', 'fresh', 'and', 'the', 'staff', 'is', 'friendly', '.']",restaurant,['crust'],2,train
3334,"['the', 'crust', 'is', 'thin', ',', 'the', 'ingredients', 'are', 'fresh', 'and', 'the', 'staff', 'is', 'friendly', '.']",restaurant,['staff'],2,train
3335,"['the', 'crust', 'is', 'thin', ',', 'the', 'ingredients', 'are', 'fresh', 'and', 'the', 'staff', 'is', 'friendly', '.']",restaurant,['ingredients'],2,train
3336,"['also', 'a', 'little', 'more', 'expensive', 'than', 'your', 'average', 'bagel', 'place', '.']",restaurant,['bagel'],1,train
3337,"['the', 'food', 'was', 'undercooked-the', 'sauce', 'watery', ',', 'and', 'the', 'vegetables', 'raw', '.']",restaurant,['food'],0,train
3338,"['the', 'food', 'was', 'undercooked-the', 'sauce', 'watery', ',', 'and', 'the', 'vegetables', 'raw', '.']",restaurant,['vegetables'],0,train
3339,"['the', 'food', 'was', 'undercooked-the', 'sauce', 'watery', ',', 'and', 'the', 'vegetables', 'raw', '.']",restaurant,['sauce'],0,train
3340,"['and', 'the', 'fried', 'clams', 'had', 'just', 'enough', 'kick', 'to', 'them', 'to', 'make', ""'em"", 'worth', 'eating', '.']",restaurant,"['fried', 'clams']",2,train
3341,"['the', 'sauces', 'used', 'are', 'also', 'not', 'that', 'exciting', '.']",restaurant,['sauces'],0,train
3342,"['the', 'secret', 'is', 'the', 'lunch', 'menu', 'which', 'offers', 'a', 'complimentary', 'appetizer', 'with', 'every', 'entree', 'ordered', '.']",restaurant,"['lunch', 'menu']",2,train
3343,"['the', 'secret', 'is', 'the', 'lunch', 'menu', 'which', 'offers', 'a', 'complimentary', 'appetizer', 'with', 'every', 'entree', 'ordered', '.']",restaurant,['appetizer'],2,train
3344,"['the', 'secret', 'is', 'the', 'lunch', 'menu', 'which', 'offers', 'a', 'complimentary', 'appetizer', 'with', 'every', 'entree', 'ordered', '.']",restaurant,['entree'],2,train
3345,"['the', 'rice', 'was', 'poor', 'quality', 'and', 'was', 'cooked', 'so', 'badly', 'it', 'was', 'hard', '.']",restaurant,['rice'],0,train
3346,"['the', 'rice', 'was', 'poor', 'quality', 'and', 'was', 'cooked', 'so', 'badly', 'it', 'was', 'hard', '.']",restaurant,['quality'],0,train
3347,"['the', 'rice', 'was', 'poor', 'quality', 'and', 'was', 'cooked', 'so', 'badly', 'it', 'was', 'hard', '.']",restaurant,['cooked'],0,train
3348,"['we', 'had', 'champagne', 'and', 'caviar', 'and', 'felt', 'like', 'princesses', '!']",restaurant,['champagne'],2,train
3349,"['we', 'had', 'champagne', 'and', 'caviar', 'and', 'felt', 'like', 'princesses', '!']",restaurant,['caviar'],2,train
3350,"['the', 'shrimp', 'scampi', 'was', 'excellent', 'and', 'the', 'antipasti', 'were', 'plentiful', '.']",restaurant,"['shrimp', 'scampi']",2,train
3351,"['the', 'shrimp', 'scampi', 'was', 'excellent', 'and', 'the', 'antipasti', 'were', 'plentiful', '.']",restaurant,['antipasti'],2,train
3352,"['when', 'my', 'dessert', 'came', ',', 'there', 'was', 'a', 'candle', 'in', 'it', '-', 'not', 'because', 'anyone', 'asked', 'for', 'one', '-', 'but', 'because', 'the', 'waiter', 'must', 'have', 'seen', 'me', 'opening', 'my', 'birthday', 'card', 'and', 'gift', ',', 'and', 'said', 'he', 'knew', 'it', 'was', 'a', 'special', 'occassion', 'of', 'some', 'sort', '.']",restaurant,['dessert'],1,train
3353,"['when', 'my', 'dessert', 'came', ',', 'there', 'was', 'a', 'candle', 'in', 'it', '-', 'not', 'because', 'anyone', 'asked', 'for', 'one', '-', 'but', 'because', 'the', 'waiter', 'must', 'have', 'seen', 'me', 'opening', 'my', 'birthday', 'card', 'and', 'gift', ',', 'and', 'said', 'he', 'knew', 'it', 'was', 'a', 'special', 'occassion', 'of', 'some', 'sort', '.']",restaurant,['waiter'],2,train
3354,"['i', 'got', 'the', '$', '10', '10-piece', 'dim', 'sum', 'combo', ',', 'every', 'bite', 'of', 'which', 'was', 'great', '.']",restaurant,"['dim', 'sum', 'combo']",2,train
3355,"['there', 'is', 'also', 'very', 'limited', 'seating', 'and', 'there', 'can', 'be', 'a', 'substantial', 'wait', 'in', 'getting', 'food', 'at', 'peak', 'times', '.']",restaurant,['seating'],0,train
3356,"['there', 'is', 'also', 'very', 'limited', 'seating', 'and', 'there', 'can', 'be', 'a', 'substantial', 'wait', 'in', 'getting', 'food', 'at', 'peak', 'times', '.']",restaurant,['food'],1,train
3357,"['there', 'is', 'also', 'very', 'limited', 'seating', 'and', 'there', 'can', 'be', 'a', 'substantial', 'wait', 'in', 'getting', 'food', 'at', 'peak', 'times', '.']",restaurant,['wait'],0,train
3358,"['if', 'it', ""'s"", 'just', 'a', 'quick', 'martini', 'at', 'the', 'bar', '(', 'which', 'i', 'recommend', 'jeffery', ""'s"", ')', 'or', 'a', 'mind', 'blowing', 'roast', 'chicken', ',', 'go', 'to', 'village', '!']",restaurant,['martini'],1,train
3359,"['if', 'it', ""'s"", 'just', 'a', 'quick', 'martini', 'at', 'the', 'bar', '(', 'which', 'i', 'recommend', 'jeffery', ""'s"", ')', 'or', 'a', 'mind', 'blowing', 'roast', 'chicken', ',', 'go', 'to', 'village', '!']",restaurant,['bar'],1,train
3360,"['if', 'it', ""'s"", 'just', 'a', 'quick', 'martini', 'at', 'the', 'bar', '(', 'which', 'i', 'recommend', 'jeffery', ""'s"", ')', 'or', 'a', 'mind', 'blowing', 'roast', 'chicken', ',', 'go', 'to', 'village', '!']",restaurant,"['roast', 'chicken']",2,train
3361,"['there', 'was', 'a', 'long', 'wait', 'for', 'a', 'table', 'outside', ',', 'but', 'it', 'was', 'a', 'little', 'too', 'hot', 'in', 'the', 'sun', 'anyway', 'so', 'our', 'insde', 'table', 'was', 'very', 'nice', '.']",restaurant,['table'],1,train
3362,"['there', 'was', 'a', 'long', 'wait', 'for', 'a', 'table', 'outside', ',', 'but', 'it', 'was', 'a', 'little', 'too', 'hot', 'in', 'the', 'sun', 'anyway', 'so', 'our', 'insde', 'table', 'was', 'very', 'nice', '.']",restaurant,"['insde', 'table']",2,train
3363,"['there', 'was', 'a', 'long', 'wait', 'for', 'a', 'table', 'outside', ',', 'but', 'it', 'was', 'a', 'little', 'too', 'hot', 'in', 'the', 'sun', 'anyway', 'so', 'our', 'insde', 'table', 'was', 'very', 'nice', '.']",restaurant,['wait'],0,train
3364,"['the', 'prices', 'are', 'wonderfully', 'low', '.']",restaurant,['prices'],2,train
3365,"['if', 'you', 'like', 'spicy', 'food', 'get', 'the', 'chicken', 'vindaloo', '.']",restaurant,"['chicken', 'vindaloo']",1,train
3366,"['if', 'you', 'like', 'spicy', 'food', 'get', 'the', 'chicken', 'vindaloo', '.']",restaurant,"['spicy', 'food']",1,train
3367,"['i', 'have', 'never', 'been', 'disappointed', 'but', 'their', 'true', 'strength', 'lays', 'in', 'their', 'amazingly', 'delicious', 'and', 'cheap', 'lunch', 'specials', '.']",restaurant,"['lunch', 'specials']",2,train
3368,"['so', 'much', 'more', 'than', 'the', 'usual', 'bar', 'food', ',', 'go', 'there', 'to', 'enjoy', 'the', 'menu', 'while', 'sampling', 'one', 'of', 'their', 'hand-crafted', 'beers', '.']",restaurant,"['bar', 'food']",2,train
3369,"['so', 'much', 'more', 'than', 'the', 'usual', 'bar', 'food', ',', 'go', 'there', 'to', 'enjoy', 'the', 'menu', 'while', 'sampling', 'one', 'of', 'their', 'hand-crafted', 'beers', '.']",restaurant,['menu'],2,train
3370,"['so', 'much', 'more', 'than', 'the', 'usual', 'bar', 'food', ',', 'go', 'there', 'to', 'enjoy', 'the', 'menu', 'while', 'sampling', 'one', 'of', 'their', 'hand-crafted', 'beers', '.']",restaurant,"['hand-crafted', 'beers']",2,train
3371,"['no', 'free', 'drink', '.']",restaurant,['drink'],1,train
3372,"['this', 'is', 'my', 'first', 'time', 'writing', 'a', 'review', 'for', 'a', 'restaurant', 'because', 'the', 'food', 'and', 'service', 'was', 'excellent', '.']",restaurant,['food'],2,train
3373,"['this', 'is', 'my', 'first', 'time', 'writing', 'a', 'review', 'for', 'a', 'restaurant', 'because', 'the', 'food', 'and', 'service', 'was', 'excellent', '.']",restaurant,['service'],2,train
3374,"['while', 'they', 'keep', 'the', 'capex', 'to', 'a', 'minimum', ',', 'they', 'do', 'put', 'some', 'cash', 'into', 'the', 'bagels', ',', 'because', 'they', 'among', 'the', 'best', 'in', 'the', 'city', '.']",restaurant,['capex'],2,train
3375,"['while', 'they', 'keep', 'the', 'capex', 'to', 'a', 'minimum', ',', 'they', 'do', 'put', 'some', 'cash', 'into', 'the', 'bagels', ',', 'because', 'they', 'among', 'the', 'best', 'in', 'the', 'city', '.']",restaurant,['bagels'],1,train
3376,"['the', 'two', 'star', 'chefs', 'left', 'quite', 'some', 'time', 'ago', 'to', 'open', 'their', 'own', 'place', '.']",restaurant,['chefs'],1,train
3377,"['do', ""n't"", 'waste', 'money', 'on', 'decor', '.']",restaurant,['decor'],1,train
3378,"['they', 'also', 'have', 'a', 'back', 'garden', 'open', 'in', 'the', 'summer', '-', 'cute', 'and', 'french', 'with', 'outdoor', 'seating', '-', 'what', 'more', 'could', 'you', 'ask', 'for', '?']",restaurant,"['back', 'garden']",2,train
3379,"['they', 'also', 'have', 'a', 'back', 'garden', 'open', 'in', 'the', 'summer', '-', 'cute', 'and', 'french', 'with', 'outdoor', 'seating', '-', 'what', 'more', 'could', 'you', 'ask', 'for', '?']",restaurant,"['outdoor', 'seatin']",2,train
3380,"['i', 'have', 'never', 'before', 'eaten', '40', 'pieces', 'of', 'relatively', 'good', 'nigiri', '.']",restaurant,['nigiri'],1,train
3381,"['given', 'the', 'incredible', 'architecture', 'surrounding', 'it', ',', 'this', 'place', 'has', 'no', 'character', '.']",restaurant,['architecture'],2,train
3382,"['given', 'the', 'incredible', 'architecture', 'surrounding', 'it', ',', 'this', 'place', 'has', 'no', 'character', '.']",restaurant,['place'],0,train
3383,"['i', ""'d"", 'call', 'it', 'an', ""'italian"", 'dinner', ""'"", '.']",restaurant,['dinner'],1,train
3384,"['while', 'the', 'place', 'is', 'not', 'a', 'hotspot', 'hangout', ',', 'the', 'drinks', 'are', 'unique', 'and', 'pack', 'a', 'lot', 'of', 'bang', 'for', 'the', 'buck', '.']",restaurant,['drinks'],2,train
3385,"['while', 'the', 'place', 'is', 'not', 'a', 'hotspot', 'hangout', ',', 'the', 'drinks', 'are', 'unique', 'and', 'pack', 'a', 'lot', 'of', 'bang', 'for', 'the', 'buck', '.']",restaurant,['place'],0,train
3386,"['have', 'frequented', ""'ino"", 'for', 'several', 'years', 'and', 'the', 'food', 'remains', 'excellent', '.']",restaurant,['food'],2,train
3387,"['their', 'eggplant', 'is', 'so', 'delicate', ',', 'sweet', 'tender', '!']",restaurant,['eggplant'],2,train
3388,"['each', 'bite', 'of', 'food', 'at', 'kai', 'was', 'indeed', 'delicious', ',', 'fresh', ',', 'and', 'elegant', '.']",restaurant,['food'],2,train
3389,"['all', 'the', 'food', 'was', 'excellent', '-', 'considering', 'the', 'quality', 'of', 'food', 'in', 'most', 'moderately', 'priced', 'restaurants', 'is', 'mediocre', 'this', 'was', 'slightly', 'more', 'pricey', 'and', 'well', 'worth', 'it', '.']",restaurant,['food'],2,train
3390,"['all', 'the', 'food', 'was', 'excellent', '-', 'considering', 'the', 'quality', 'of', 'food', 'in', 'most', 'moderately', 'priced', 'restaurants', 'is', 'mediocre', 'this', 'was', 'slightly', 'more', 'pricey', 'and', 'well', 'worth', 'it', '.']",restaurant,"['quality', 'of', 'food']",2,train
3391,"['all', 'the', 'food', 'was', 'excellent', '-', 'considering', 'the', 'quality', 'of', 'food', 'in', 'most', 'moderately', 'priced', 'restaurants', 'is', 'mediocre', 'this', 'was', 'slightly', 'more', 'pricey', 'and', 'well', 'worth', 'it', '.']",restaurant,['priced'],1,train
3392,"['my', 'friend', 'got', 'the', 'mushroom', 'pizza', 'which', 'tasted', 'better', '.']",restaurant,"['mushroom', 'pizza']",2,train
3393,"['i', 'had', 'the', 'cod', 'with', 'paella', '(', 'spicy', 'and', 'very', 'filling', ',', 'i', ""'m"", 'a', 'big', 'eater', 'and', 'could', 'only', 'eat', 'half', ')', 'while', 'my', 'boyfriend', 'had', 'the', 'classic', 'fish', 'and', 'chips', '(', 'again', ',', 'a', 'big', 'serving', '-', 'at', 'least', '5', 'pieces', 'of', 'fish', 'and', 'a', 'basketful', 'of', 'fries', ')', '.']",restaurant,"['cod', 'with', 'paella']",0,train
3394,"['i', 'had', 'the', 'cod', 'with', 'paella', '(', 'spicy', 'and', 'very', 'filling', ',', 'i', ""'m"", 'a', 'big', 'eater', 'and', 'could', 'only', 'eat', 'half', ')', 'while', 'my', 'boyfriend', 'had', 'the', 'classic', 'fish', 'and', 'chips', '(', 'again', ',', 'a', 'big', 'serving', '-', 'at', 'least', '5', 'pieces', 'of', 'fish', 'and', 'a', 'basketful', 'of', 'fries', ')', '.']",restaurant,"['fish', 'and', 'chips']",0,train
3395,"['i', 'had', 'the', 'cod', 'with', 'paella', '(', 'spicy', 'and', 'very', 'filling', ',', 'i', ""'m"", 'a', 'big', 'eater', 'and', 'could', 'only', 'eat', 'half', ')', 'while', 'my', 'boyfriend', 'had', 'the', 'classic', 'fish', 'and', 'chips', '(', 'again', ',', 'a', 'big', 'serving', '-', 'at', 'least', '5', 'pieces', 'of', 'fish', 'and', 'a', 'basketful', 'of', 'fries', ')', '.']",restaurant,['serving'],0,train
3396,"['i', 'had', 'the', 'cod', 'with', 'paella', '(', 'spicy', 'and', 'very', 'filling', ',', 'i', ""'m"", 'a', 'big', 'eater', 'and', 'could', 'only', 'eat', 'half', ')', 'while', 'my', 'boyfriend', 'had', 'the', 'classic', 'fish', 'and', 'chips', '(', 'again', ',', 'a', 'big', 'serving', '-', 'at', 'least', '5', 'pieces', 'of', 'fish', 'and', 'a', 'basketful', 'of', 'fries', ')', '.']",restaurant,['fish'],1,train
3397,"['i', 'had', 'the', 'cod', 'with', 'paella', '(', 'spicy', 'and', 'very', 'filling', ',', 'i', ""'m"", 'a', 'big', 'eater', 'and', 'could', 'only', 'eat', 'half', ')', 'while', 'my', 'boyfriend', 'had', 'the', 'classic', 'fish', 'and', 'chips', '(', 'again', ',', 'a', 'big', 'serving', '-', 'at', 'least', '5', 'pieces', 'of', 'fish', 'and', 'a', 'basketful', 'of', 'fries', ')', '.']",restaurant,['fries'],1,train
3398,"['it', ""'s"", 'a', 'shame', 'that', 'a', 'nice', ',', 'convenient', 'place', 'like', 'the', 'pink', 'pony', 'can', 'be', 'so', 'ruined', 'by', 'lousy', 'service', '.']",restaurant,['place'],2,train
3399,"['it', ""'s"", 'a', 'shame', 'that', 'a', 'nice', ',', 'convenient', 'place', 'like', 'the', 'pink', 'pony', 'can', 'be', 'so', 'ruined', 'by', 'lousy', 'service', '.']",restaurant,['service'],0,train
3400,"['you', 'should', 'pass', 'on', 'the', 'calamari', '.']",restaurant,['calamari'],0,train
3401,"['the', 'porcini', 'mushroom', 'pasta', 'special', 'was', 'tasteless', ',', 'so', 'was', 'the', 'seafood', 'tagliatelle', '.']",restaurant,"['porcini', 'mushroom', 'pasta', 'special']",0,train
3402,"['the', 'porcini', 'mushroom', 'pasta', 'special', 'was', 'tasteless', ',', 'so', 'was', 'the', 'seafood', 'tagliatelle', '.']",restaurant,"['seafood', 'tagliatelle']",0,train
3403,"['try', 'the', 'spicy', 'wontons', 'and', 'the', 'salt', 'pepper', 'shrimps', '.']",restaurant,"['spicy', 'wontons']",2,train
3404,"['try', 'the', 'spicy', 'wontons', 'and', 'the', 'salt', 'pepper', 'shrimps', '.']",restaurant,"['salt', 'pepper', 'shrimps']",2,train
3405,"['the', 'food', 'portions', 'are', 'really', 'large', '.']",restaurant,"['food', 'portions']",2,train
3406,"['the', 'fries', 'are', 'yummy', '.']",restaurant,['fries'],2,train
3407,"['friendly', 'and', 'informative', 'staff', ',', 'very', 'attentive', 'and', 'prompt', 'raw', 'bar', 'service', '.']",restaurant,['staff'],2,train
3408,"['friendly', 'and', 'informative', 'staff', ',', 'very', 'attentive', 'and', 'prompt', 'raw', 'bar', 'service', '.']",restaurant,"['bar', 'service']",2,train
3409,"['best', 'taiwanese', 'food', 'in', 'ny', '!']",restaurant,"['taiwanese', 'food']",2,train
3410,"['this', 'place', 'is', 'a', 'great', 'stop', 'for', 'great', 'food', '.']",restaurant,['food'],2,train
3411,"['all', 'the', 'pastas', 'are', 'fantastic', 'and', 'the', 'homemade', 'lasagna', 'is', 'some', 'of', 'the', 'best', 'that', 'i', 'have', 'had', 'in', 'the', 'city', '.']",restaurant,['pastas'],2,train
3412,"['all', 'the', 'pastas', 'are', 'fantastic', 'and', 'the', 'homemade', 'lasagna', 'is', 'some', 'of', 'the', 'best', 'that', 'i', 'have', 'had', 'in', 'the', 'city', '.']",restaurant,"['homemade', 'lasagna']",2,train
3413,"['we', 'laughed', 'when', 'he', 'finally', 'offered', 'us', 'a', 'dessert', 'menu', 'and', 'we', 'left', 'a', '10', 'percent', 'tip', ',', 'which', 'was', 'generous', ',', 'i', 'feel', '.']",restaurant,"['dessert', 'menu']",1,train
3414,"['we', 'laughed', 'when', 'he', 'finally', 'offered', 'us', 'a', 'dessert', 'menu', 'and', 'we', 'left', 'a', '10', 'percent', 'tip', ',', 'which', 'was', 'generous', ',', 'i', 'feel', '.']",restaurant,['tip'],2,train
3415,"['and', 'the', 'prices', 'were', 'way', 'to', 'high', 'for', 'what', 'you', 'get', '.']",restaurant,['prices'],0,train
3416,"['the', 'staff', 'ignored', 'my', 'friends', 'and', 'i', 'the', 'entire', 'time', 'we', 'were', 'there', '.']",restaurant,['staff'],0,train
3417,"['yet', 'paired', 'with', 'such', 'rude', 'service', ',', 'would', 'never', 'recommend', 'for', 'anyone', 'interested', 'in', 'carrying', 'any', 'kind', 'of', 'conversation', 'while', 'there', '.']",restaurant,['service'],0,train
3418,"['the', 'in-house', 'lady', 'dj', 'on', 'saturday', 'nights', 'has', 'outrageously', 'good', 'taste', 'in', 'music', ',', 'and', 'moreover', ',', 'takes', 'requests', '.']",restaurant,['music'],2,train
3419,"['the', 'in-house', 'lady', 'dj', 'on', 'saturday', 'nights', 'has', 'outrageously', 'good', 'taste', 'in', 'music', ',', 'and', 'moreover', ',', 'takes', 'requests', '.']",restaurant,"['in-house', 'lady', 'dj']",2,train
3420,"['i', 'need', 'at', 'least', 'three', 'rolls', 'to', 'be', 'full', ',', 'and', 'that', ""'s"", 'at', 'least', '$', '14.00', '!']",restaurant,['rolls'],1,train
3421,"['great', 'wine', 'list', ',', 'reasonably', 'priced.', '--', 'sara']",restaurant,"['wine', 'list']",2,train
3422,"['great', 'wine', 'list', ',', 'reasonably', 'priced.', '--', 'sara']",restaurant,['priced'],2,train
3423,"['the', 'hot', 'dogs', 'were', 'cold', 'in', 'the', 'middle', 'and', 'the', 'buns', 'were', 'stale', '.']",restaurant,"['hot', 'dogs']",0,train
3424,"['the', 'hot', 'dogs', 'were', 'cold', 'in', 'the', 'middle', 'and', 'the', 'buns', 'were', 'stale', '.']",restaurant,['buns'],0,train
3425,"['while', 'the', 'food', 'was', 'excellent', ',', 'it', 'was', ""n't"", 'cheap', '(', 'though', 'not', 'extremely', 'expensive', 'either', ')', '.']",restaurant,['food'],2,train
3426,"['beef', 'noodle', 'soup', 'is', 'good', 'as', 'well', '.']",restaurant,"['beef', 'noodle', 'soup']",2,train
3427,"['delivery', 'service', 'is', 'great', 'too', '.']",restaurant,"['delivery', 'service']",2,train
3428,"['the', 'food', ""'s"", 'dazzling', 'flavors', 'overwhelm', 'the', 'palate', ',', 'truly', 'embracing', 'the', 'beauty', 'of', 'authentic', 'thai', 'cuisine', '.']",restaurant,['food'],2,train
3429,"['the', 'food', ""'s"", 'dazzling', 'flavors', 'overwhelm', 'the', 'palate', ',', 'truly', 'embracing', 'the', 'beauty', 'of', 'authentic', 'thai', 'cuisine', '.']",restaurant,"['thai', 'cuisine']",2,train
3430,"['the', 'food', ""'s"", 'dazzling', 'flavors', 'overwhelm', 'the', 'palate', ',', 'truly', 'embracing', 'the', 'beauty', 'of', 'authentic', 'thai', 'cuisine', '.']",restaurant,['flavors'],2,train
3431,"['i', 'recieved', 'prompt', 'service', 'with', 'a', 'smile', '.']",restaurant,['service'],2,train
3432,"['they', 'pray', 'to', 'their', 'food', 'gods', 'to', 'make', 'them', 'into', 'a', 'good', 'pizza', 'like', 'vt', ""'s"", '.']",restaurant,['pizza'],0,train
3433,"['the', 'place', 'was', 'quiet', 'and', 'delightful', '.']",restaurant,['place'],2,train
3434,"['the', 'food', 'is', 'a', 'diamond', 'in', 'rough', '--', 'the', 'food', 'is', 'delicious', 'and', 'homemade', 'with', 'the', 'perfect', 'balance', 'of', 'herbs', 'and', 'tomatoes', '.']",restaurant,['food'],2,train
3435,"['the', 'food', 'is', 'a', 'diamond', 'in', 'rough', '--', 'the', 'food', 'is', 'delicious', 'and', 'homemade', 'with', 'the', 'perfect', 'balance', 'of', 'herbs', 'and', 'tomatoes', '.']",restaurant,['herbs'],2,train
3436,"['the', 'food', 'is', 'a', 'diamond', 'in', 'rough', '--', 'the', 'food', 'is', 'delicious', 'and', 'homemade', 'with', 'the', 'perfect', 'balance', 'of', 'herbs', 'and', 'tomatoes', '.']",restaurant,['tomatoes'],2,train
3437,"['as', 'much', 'as', 'i', 'like', 'the', 'food', 'there', ',', 'i', 'ca', ""n't"", 'bring', 'myself', 'to', 'go', 'back', '.']",restaurant,['food'],2,train
3438,"['it', 'looked', 'like', 'shredded', 'cheese', 'partly', 'done', '-', 'still', 'in', 'strips', '.']",restaurant,"['shredded', 'cheese']",0,train
3439,"['the', 'prices', 'and', 'ambience', 'are', 'especially', 'great', 'considering', 'it', ""'s"", 'in', 'the', 'west', 'village', '.']",restaurant,['prices'],2,train
3440,"['the', 'prices', 'and', 'ambience', 'are', 'especially', 'great', 'considering', 'it', ""'s"", 'in', 'the', 'west', 'village', '.']",restaurant,['ambience'],2,train
3441,"['the', 'soup', 'is', 'pretty', 'good', 'too', '.']",restaurant,['soup'],2,train
3442,"['it', 'is', 'so', 'easy', 'to', 'get', 'a', 'reservation', 'at', 'a', 'top', 'place', 'in', 'nyc', 'with', 'a', 'week', ""'s"", 'notice', '.']",restaurant,['reservation'],2,train
